cache,embedding_sha256,mcs,seed,umap_seed,n_train_races,n_heldout_races,train_races,heldout_races,aligned_categories,train_total,heldout_total,train_assigned,heldout_assigned,train_noise_fraction,is_degenerate,n_categories,n_not_reconstructed,n_pass,pass_vector,elapsed_sec
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,44,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Imola_GP;2021_Mexico_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Spain_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP,2021_Azerbaijan_GP;2021_Britain_GP;2021_Italy_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Spain_GP;2022_AbuDhabi_GP;2022_Canada_GP;2022_Hungary_GP;2022_Imola_GP;2022_Miami_GP;2022_Singapore_GP;2022_USA_GP;2023_Belgium_GP;2023_Britain_GP;2023_LasVegas_GP;2023_Spain_GP;2024_Australia_GP;2024_Azerbaijan_GP;2024_China_GP;2024_Dutch_GP;2024_Italy_GP;2024_Mexico_GP;2024_Qatar_GP;2024_Singapore_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Belgium_GP;2025_Britain_GP;2025_Mexico_GP;2025_Netherlands_GP;2025_SaoPaulo_GP;2025_USA_GP,29,5440,2207,3634,1318,0.331985,False,34,5,21,0;1;2;4;8;9;11;12;13;14;15;16;17;18;20;23;25;26;30;31;33,10.8
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,45,42,80,33,2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_USA_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_Britain_GP;2024_China_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2025_Australia_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Imola_GP;2021_Italy_GP;2021_Monaco_GP;2021_Portugal_GP;2021_SaoPaulo_GP;2021_Spain_GP;2022_Azerbaijan_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_Singapore_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Hungary_GP;2023_Monaco_GP;2023_Singapore_GP;2023_USA_GP;2024_Australia_GP;2024_Bahrain_GP;2024_Canada_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Monaco_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Hungary_GP;2025_Netherlands_GP;2025_SaudiArabia_GP,28,5406,2241,3461,1271,0.359785,False,34,6,21,0;1;2;3;6;8;9;12;13;14;15;16;20;21;22;23;24;28;30;31;33,11.4
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,46,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Imola_GP;2022_Italy_GP;2022_Miami_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_Hungarian_GP;2024_Imola_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Canada_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_France_GP;2021_Italy_GP;2021_Portugal_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Hungary_GP;2022_Japan_GP;2022_Mexico_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_Spain_GP;2022_USA_GP;2023_Australia_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2024_AbuDhabi_GP;2024_Belgium_GP;2024_Britain_GP;2024_China_GP;2024_Dutch_GP;2024_Italy_GP;2024_Japan_GP;2024_Monaco_GP;2024_SaudiArabia_GP;2025_Austria_GP;2025_Britain_GP;2025_China_GP;2025_Japan_GP,30,5403,2244,3594,1359,0.334814,False,34,4,18,0;1;2;4;6;8;12;13;14;15;16;19;22;23;25;29;31;33,10.9
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,47,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Italy_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_Singapore_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Britain_GP;2024_Canada_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_Spain_GP,2021_Azerbaijan_GP;2021_Britain_GP;2021_Imola_GP;2021_Monaco_GP;2021_Portugal_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_France_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Hungary_GP;2023_Mexico_GP;2023_Miami_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_Spain_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_China_GP;2024_Japan_GP;2024_LasVegas_GP;2024_SaudiArabia_GP;2025_Bahrain_GP;2025_Mexico_GP;2025_Miami_GP;2025_Netherlands_GP;2025_SaudiArabia_GP;2025_USA_GP,28,5386,2261,3558,1333,0.339398,False,34,6,18,1;2;4;8;9;10;12;13;14;15;16;18;19;22;23;26;31;33,10.7
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,48,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Britain_GP;2022_Canada_GP;2022_Imola_GP;2022_Italy_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Mexico_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Britain_GP;2025_China_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Spain_GP,2021_Bahrain_GP;2021_Italy_GP;2021_Mexico_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Styria_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_France_GP;2022_Hungary_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Singapore_GP;2023_Bahrain_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_SaudiArabia_GP;2024_Belgium_GP;2024_Britain_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2025_Bahrain_GP;2025_Canada_GP;2025_Hungary_GP;2025_Japan_GP;2025_Singapore_GP;2025_USA_GP,29,5419,2228,3522,1266,0.350065,False,34,5,14,0;1;4;5;8;11;14;15;19;21;22;29;31;33,11.4
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,49,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Britain_GP;2021_France_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Spain_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_China_GP;2025_Imola_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaudiArabia_GP;2025_USA_GP,2021_Belgium_GP;2021_Imola_GP;2021_Netherlands_GP;2021_Styria_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_France_GP;2022_Japan_GP;2022_Mexico_GP;2022_SaoPaulo_GP;2022_Singapore_GP;2022_USA_GP;2023_Azerbaijan_GP;2023_Italy_GP;2023_Japan_GP;2023_Monaco_GP;2024_Belgium_GP;2024_Dutch_GP;2024_LasVegas_GP;2024_Qatar_GP;2024_Singapore_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Austria_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Canada_GP;2025_Hungary_GP;2025_Italy_GP;2025_Mexico_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_Spain_GP,29,5404,2243,3314,1170,0.386751,False,34,5,16,1;2;3;8;9;11;13;14;15;19;22;25;26;30;31;33,10.8
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,35,0,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Britain_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_Styria_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2024_Miami_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Austria_GP;2025_Britain_GP;2025_Canada_GP;2025_Imola_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP,2021_Belgium_GP;2021_France_GP;2021_Monaco_GP;2021_Portugal_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2023_Belgium_GP;2023_Japan_GP;2023_Mexico_GP;2023_Netherlands_GP;2023_Spain_GP;2024_LasVegas_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_USA_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_China_GP;2025_Hungary_GP;2025_Italy_GP;2025_SaudiArabia_GP;2025_Spain_GP;2025_USA_GP,4,5369,2278,5339,2266,0.005588,True,34,30,3,1;2;27,10.8
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,35,1,42,80,33,2021_Austria_GP;2021_Belgium_GP;2021_Britain_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Italy_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Spain_GP;2025_USA_GP,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_France_GP;2021_SaoPaulo_GP;2021_Styria_GP;2022_Australia_GP;2022_Austria_GP;2022_Imola_GP;2022_Japan_GP;2022_Mexico_GP;2022_Singapore_GP;2022_USA_GP;2023_Australia_GP;2023_Hungary_GP;2023_LasVegas_GP;2023_SaoPaulo_GP;2024_Australia_GP;2024_Austria_GP;2024_Belgium_GP;2024_Britain_GP;2024_Dutch_GP;2024_Imola_GP;2024_SaudiArabia_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Bahrain_GP;2025_Imola_GP;2025_Japan_GP;2025_Mexico_GP;2025_Miami_GP;2025_Singapore_GP,26,5379,2268,3209,1191,0.403421,False,34,8,16,1;2;6;8;12;13;15;16;18;19;20;21;23;26;28;33,11.3
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,35,2,42,80,33,2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Dutch_GP;2024_Imola_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Hungary_GP;2025_Italy_GP;2025_Japan_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_USA_GP,2021_AbuDhabi_GP;2021_Austria_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Portugal_GP;2021_Spain_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_France_GP;2022_Japan_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Italy_GP;2023_Japan_GP;2023_Monaco_GP;2024_Azerbaijan_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Miami_GP;2024_Qatar_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_LasVegas_GP;2025_Spain_GP,3,5522,2125,5466,2096,0.010141,True,34,31,2,1;27,10.9
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,35,3,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Turkey_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Imola_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Mexico_GP;2023_Monaco_GP;2023_Qatar_GP;2023_Singapore_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Japan_GP;2024_Mexico_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Miami_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Mexico_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_Hungary_GP;2022_Japan_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_Singapore_GP;2023_AbuDhabi_GP;2023_Bahrain_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Miami_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_USA_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_China_GP;2025_Mexico_GP;2025_Monaco_GP;2025_SaudiArabia_GP,26,5456,2191,3286,1192,0.397727,False,34,8,15,1;2;8;9;12;13;15;18;19;21;22;23;28;30;33,11.4
