cluster_id,old_mean_30,new_mean_200,difference_new_minus_old,median,sd,p10,q1,q3,p90,iqr,min,max,n_replicates_evaluable,old_pass,new_pass,verdict_changed,distance_to_threshold,degenerate_excluded_mean,degenerate_excluded_pass
10,0.7289390118892435,0.7506296522441257,0.021690640354882218,0.9019607843137255,0.34472139598079476,0.008847107393721852,0.8433333333333333,0.9361702127659575,0.9567028985507247,0.0928368794326242,0.007435587065536918,0.9818181818181818,200,True,True,False,0.25063,0.9080220180217068,True
11,0.6193223068745812,0.6783329780758884,0.05901067120130721,0.8333333333333334,0.3378984432974926,0.007722476213523372,0.7254901960784313,0.8802380952380953,0.9201568627450981,0.15474789915966392,0.0,0.9583333333333334,200,True,True,False,0.178333,0.8205809410831741,True
12,0.7377633892941066,0.7591292667073316,0.021365877413225043,0.9117522123893805,0.3425079837592331,0.019242137277942904,0.8793103448275862,0.9293587952181338,0.9444444444444444,0.050048450390547616,0.01651907356948229,0.9724770642201835,200,True,True,False,0.259129,0.9161227964018355,True
13,0.6029696130284371,0.6136947861355224,0.010725173107085317,0.7473404255319149,0.28599832876083137,0.02183717366931244,0.596335546475996,0.791736577181208,0.8241174825174825,0.1954010307052121,0.0195573854863613,0.8707482993197279,200,True,True,False,0.113695,0.7392803969177449,True
14,0.6999211770330612,0.7181528321190871,0.018231655086025866,0.8557565789473685,0.3207380477093349,0.026163111271271446,0.8257501875468867,0.8812750388357452,0.8975012248897599,0.055524851288858534,0.023327615780445968,0.9333333333333333,200,True,True,False,0.218153,0.8650149778606485,True
15,0.7450076462750737,0.763599135782631,0.0185914895075574,0.9103322397301419,0.3287481871688475,0.05271026980974164,0.8919544544544544,0.925955698463737,0.9344262295081968,0.034001244009282616,0.048650507134261646,0.9575163398692811,200,True,True,False,0.263599,0.9144197781870644,True
16,0.5950071615576678,0.6313940654521706,0.03638690389450283,0.7127022653721683,0.3022846797164586,0.01695694331309878,0.6035805626598466,0.8560382916053019,0.8889908256880733,0.25245772894545526,0.014956162970603403,0.944954128440367,200,True,True,False,0.131394,0.7617517079312571,True
17,0.4219440198755588,0.45470881398312796,0.03276479410756916,0.6163533834586467,0.32485079471030354,0.008249124932424993,0.023310401523018345,0.7239225781845919,0.7712204007285974,0.7006121766615736,0.0,0.8421052631578947,200,False,False,False,-0.045291,0.5485908406005829,True
18,0.6373246342160898,0.664430023911319,0.027105389695229243,0.7870381785260239,0.2705911861864711,0.08276763553808533,0.7255484864550986,0.809363237693052,0.8249956216162708,0.08381475123795334,0.07768166089965398,0.8471698113207548,200,True,True,False,0.16443,0.7878294384023656,True
19,0.6260166652153397,0.6392248735647308,0.01320820834939107,0.7580682475419318,0.2966018144450327,0.016210563012027192,0.6509980874970117,0.8193617021276596,0.8603157894736841,0.16836361463064786,0.014472777394900068,0.9375,200,True,True,False,0.139225,0.7714275404162363,True
20,0.5485041017986647,0.559271985895005,0.01076788409634033,0.7280431432973806,0.341036300909566,0.007841783849331227,0.02579088723163602,0.8070175438596491,0.8521505376344086,0.781226656628013,0.0,0.92,200,True,True,False,0.059272,0.6761079864437788,True
21,0.5066113372200755,0.5226552194587271,0.016043882238651608,0.6320377358490565,0.25559499808472574,0.0177962883227173,0.44937469937469937,0.7060172692930383,0.7411910898379971,0.25664256991833895,0.01610644257703081,0.8018018018018018,200,True,True,False,0.022655,0.6297839746740999,True
22,0.6532286383406839,0.6579186267884934,0.0046899884478095455,0.7967425847457628,0.3195635697662511,0.010209285722784765,0.7294372294372294,0.8486277873070326,0.8793103448275862,0.11919055786980315,0.008920912677989364,0.9411764705882353,200,True,True,False,0.157919,0.7953543414474102,True
23,0.6085141755771365,0.6367344161512566,0.028220240574120092,0.7641684322033898,0.2932158217508494,0.010107527794408532,0.7093413978494624,0.7969316123188406,0.819672131147541,0.0875902144693782,0.008652015919709292,0.9122807017543859,200,True,True,False,0.136734,0.7697057271077374,True
24,0.3851441222154085,0.36917568401489087,-0.015968438200517632,0.3198201155462185,0.2732188393743646,0.008303927979382841,0.1385323871357391,0.6528154681139755,0.7142857142857143,0.5142830809782364,0.0,0.7894736842105263,200,False,False,False,-0.130824,0.4457080902611788,False
25,0.39971232551863217,0.4246906594003697,0.024978333881737536,0.5416782439566546,0.2526480879061125,0.009306831211551568,0.24193548387096775,0.6282967032967033,0.672739981360671,0.38636121942573554,0.0,0.7796610169491526,200,False,False,False,-0.075309,0.5127669210286907,True
26,0.5224865660322103,0.6044518672061282,0.08196530117391787,0.7457854406130269,0.30739092857879546,0.015091603550412546,0.6148915967716411,0.8,0.8411677616359766,0.18510840322835898,0.013585554600171969,0.9292929292929293,200,True,True,False,0.104452,0.7294755517459769,True
27,0.608480057512001,0.6381024486456939,0.029622391133692916,0.7533502058267522,0.2502215933049875,0.10640929625782136,0.7057481311791657,0.7726400198453325,0.7903573100327664,0.0668918886661668,0.10293615568453397,0.8440366972477065,200,True,True,False,0.138102,0.7509084155689306,True
28,0.5352966596591257,0.5796867642633914,0.044390104604265734,0.7319507115584867,0.29768407677499,0.011691533180778032,0.4685077519379845,0.7876838235294117,0.8264050901378579,0.3191760715914272,0.010291595197255575,0.8888888888888888,200,True,True,False,0.079687,0.7002076967866903,True
29,0.36915794974498206,0.3998529361386015,0.03069498639361945,0.29625237191650855,0.32489035800519156,0.008453693014080726,0.11659663865546219,0.7555538648813147,0.8076923076923077,0.6389572262258525,0.0,0.8688524590163934,200,False,False,False,-0.100147,0.4828945327509399,False
30,0.6278065913769498,0.6530527404686889,0.025246149091739056,0.7831290322580645,0.29858921550486095,0.01878999300563596,0.7366803917898809,0.8169604992124077,0.8334710743801653,0.08028010742252678,0.01755896023411947,0.8813559322033898,200,True,True,False,0.153053,0.7875918488302899,True
31,0.5914375603217777,0.5954423999474946,0.0040048396257168495,0.7151000389762245,0.27177179482010383,0.02262052793993954,0.6244074201305394,0.7572427572427572,0.7852380952380953,0.13283533711221784,0.0194141689373297,0.8344370860927153,200,True,True,False,0.095442,0.7169833707643439,True
32,0.19377139047318018,0.21168784530361787,0.01791645483043769,0.16006246340035135,0.19415990210175907,0.006178772745820916,0.09717908902691512,0.20491064108870305,0.5501724137931034,0.10773155206178793,0.0,0.7272727272727273,200,False,False,False,-0.288312,0.25528041911482524,False
33,0.4167016345342569,0.4560734809203451,0.039371846386088205,0.48284272497897396,0.2460656993719429,0.017080664692375885,0.3675450529886969,0.6243589743589744,0.7653623188405797,0.2568139213702775,0.01570861384429484,0.8290598290598291,200,False,False,False,-0.043927,0.549230754357476,True
